episode,total_reward,gold_delay,late_gold_delay,bronze_wait,cpu_util,epsilon,r_gold,r_bronze,r_util,r_noop,r_queue,loss,q_mag,steps,wall_time
1,1479.602311301621,1881.4471279373367,8.3,3805.130901129179,0.9587239583333333,0.9722460666666667,18814.471279373367,3551.257620385143,1784.627042019892,-40.21000000000057,-22630.543630476885,0.12807577384280142,0.7987130061806973,43822,52.04039478302002
2,1498.2193747291021,1882.159268929504,10.05,3808.932962680509,0.9580989583333334,0.9444243666666666,18821.59268929505,3568.43468001873,1789.8418134586864,-40.180000000000575,-22641.469808043566,0.03569635041396492,0.44929620726691627,43929,59.10365104675293
3,1475.6391050460757,1721.469321148825,10.8,3945.342419247706,0.9576302083333333,0.9166938666666666,17214.693211488247,3683.629852323602,1788.7715474899262,-40.480000000000516,-21170.975506255632,0.031045785076335628,0.40460281158853045,43785,58.607911825180054
4,1481.3017849313965,1708.2689295039165,12.6,3869.668577332776,0.9576822916666666,0.8889279,17082.68929503915,3611.631674477563,1791.019301331833,-40.740000000000464,-20963.298485917127,0.02736216359047405,0.3830166443019104,43841,57.829952001571655
5,1539.6612494743224,1662.8994778067886,20.4,3617.427341386012,0.958671875,0.8610105666666666,16628.994778067878,3404.650998284493,1802.7474806419941,-39.36000000000074,-20257.37200752007,0.022398143575956788,0.35046150675229987,44080,60.746214628219604
6,1514.0190120346667,1660.3524804177546,14.15,3640.940810352038,0.9577864583333333,0.8331743,16603.524804177527,3409.3410110823884,1796.2347878350936,-39.67000000000068,-20255.41159106066,0.01887800808619301,0.3065141689531369,43952,38.370248556137085
7,1494.7924580363951,1583.5992167101829,18.85,3807.729661246279,0.9576302083333333,0.8053849,15835.992167101824,3556.9155143112202,1797.0686699669063,-40.52000000000051,-19654.663893343866,0.015104247118398004,0.28722237705286446,43878,38.101563453674316
8,1503.5096350375763,1602.3381201044385,9.9,3844.985952913971,0.959140625,0.7775695333333333,16023.381201044393,3601.1030007306863,1798.6960544648684,-40.36000000000054,-19879.310621202418,0.01197080550672194,0.27987784670267435,43919,43.29521632194519
9,1559.7427093099154,1510.650130548303,10.55,3479.86639277719,0.9591041666666666,0.7496401666666668,15106.501305483034,3281.187556889458,1807.7144099667398,-38.34000000000094,-18597.32056302926,0.009621246642986254,0.26566613137839423,44099,42.42893075942993
10,1653.6540213909097,1516.4471279373367,9.85,3181.9448694924845,0.95953125,0.7215391666666666,15164.471279373352,3060.2269425968575,1820.5616154370246,-34.22000000000176,-18357.385816016525,0.007744789515327633,0.24639807662295657,44370,43.31773376464844
