metric,n_seeds,mean,std,min,max
gold_avg_scheduling_delay,10,769.4033942558747,20.317335855659675,747.0763707571801,796.6259791122716
late_gold_avg_delay,10,83.45500000000001,54.03575179658578,0.8,188.65
bronze_avg_waiting_time,10,1046.1605943565646,52.98930341043236,1017.4899751531404,1176.1376417624049
