episode,total_reward,gold_delay,late_gold_delay,bronze_wait,cpu_util,epsilon,r_gold,r_bronze,r_util,r_noop,r_queue,loss,q_mag,steps,wall_time
1,1504.0005707180226,1852.1977806788511,10.45,3770.6552190705797,0.957890625,0.9721751333333334,18521.97780678851,3534.258923958779,1791.2318583265253,-39.89000000000063,-22303.57801835606,0.08857015608529271,0.49367969828712266,43934,28.735496282577515
2,1499.7655815470932,1791.1455613577023,10.5,3793.6042707077663,0.9586197916666667,0.94433,17911.455613577025,3553.2271642599085,1791.6268686635967,-40.540000000000504,-21716.004064953308,0.030871436226375993,0.4136546066720589,43966,35.503681659698486
3,1486.8242404424764,1709.4419060052219,12.85,3831.6194740338015,0.9584114583333333,0.9165032333333334,17094.419060052205,3576.1543949420447,1794.7204496973275,-41.490000000000315,-20936.979664248924,0.026499681437204183,0.3883500686477676,43937,39.89937376976013
4,1447.270412535581,1744.6847258485639,8.2,4067.9925459420897,0.958359375,0.8888449333333334,17446.847258485624,3783.4330241826397,1783.9552586573063,-41.190000000000374,-21525.775128790112,0.02333340662925627,0.3709952450995336,43671,40.099409103393555
5,1498.5293169751353,1627.496083550914,26.5,3827.222047282836,0.9581510416666666,0.8610200666666668,16274.96083550915,3580.186031636697,1797.278160243109,-40.77000000000046,-20113.125710413817,0.02039248927863908,0.33375171525221026,43934,40.31751108169556
6,1506.507403314185,1648.2251958224542,9.05,3718.774582400551,0.9587239583333333,0.8331857,16482.25195822453,3477.793697261928,1798.8523461171958,-40.42000000000053,-20211.97059828934,0.016885375174878668,0.3048955567961949,43949,39.122395038604736
7,1512.0611721119967,1596.5150130548302,17.45,3711.6014416098797,0.9578385416666667,0.8053551333333333,15965.150130548289,3475.205761519328,1799.3818446992834,-39.980000000000615,-19687.69656465537,0.014328365871191854,0.28353017379301887,43943,41.85501790046692
8,1514.872336802241,1528.7369451697127,17.5,3696.5363231567812,0.9579427083333333,0.7775746,15287.369451697134,3462.543162193406,1798.8009822793917,-38.99000000000081,-18994.85125936741,0.01218163835040175,0.27144283850455164,43864,42.55257844924927
9,1551.9585826626205,1510.3453002610966,15.25,3756.7268567492433,0.9593489583333333,0.7497035000000001,15103.453002610957,3550.513099953277,1807.1936051723962,-38.070000000000995,-18871.13112507417,0.01046200592866304,0.25816979745851365,44007,41.42601418495178
10,1639.0114854790845,1438.523498694517,13.75,3308.151024625452,0.9601302083333333,0.7216012333333334,14385.234986945168,3171.4320893502927,1822.306717588117,-35.610000000001484,-17704.352308404064,0.008446122196713509,0.2446603485068104,44372,41.02264380455017
11,1684.4285710563945,1385.8492167101829,13.2,3031.936997220104,0.9577604166666667,0.6934590666666667,13858.492167101826,2932.8274250289082,1827.2730011776803,-32.76000000000205,-16901.40402225184,0.006552702940577298,0.2310178384394647,44435,43.03869080543518
12,1703.7105174460387,1313.4856396866842,14.5,2936.7288002164873,0.9594791666666667,0.6653074,13134.85639686685,2852.2589485595863,1830.6686711521506,-31.510000000002126,-16082.56349913264,0.005697533527991761,0.21337571372503614,44450,51.06801414489746
13,1811.6122975556418,1313.1873368146214,16.6,2441.330463234028,0.958671875,0.6368466666666668,13131.873368146218,2441.3304632340264,1850.1822975556363,-27.57000000000151,-15584.2038313803,0.0050455530830646154,0.19981582302207215,44938,65.57559490203857
14,1806.2460774850033,1313.8655352480419,18.3,2236.158921498684,0.9587239583333333,0.6085411000000001,13138.655352480422,2236.1589214986884,1842.3660774849898,-25.120000000001127,-15385.814273979324,0.004873725172371984,0.18968677438662218,44693,64.27931141853333
15,1805.350847238596,1242.0365535248043,18.45,2172.8856798445227,0.958515625,0.5802874666666666,12420.365535248038,2172.8856798445377,1840.6508472385988,-24.300000000001,-14604.251215092516,0.004530667743998614,0.1828594827187439,44611,65.79856848716736
16,1809.2224808054843,1246.0026109660575,8.4,2298.938842283943,0.958515625,0.5519838,12460.026109660583,2298.9388422839475,1845.3124808054527,-25.090000000001123,-14769.964951944492,0.004187479302014241,0.17735283785404352,44690,66.63500499725342
17,1802.0816245473166,1238.9738903394257,19.35,2689.5130999532585,0.959140625,0.5236522666666668,12389.738903394253,2681.57989126424,1847.4326437605996,-26.42000000000133,-15090.24981387185,0.0038640692802454513,0.1707119772484218,44734,68.13095617294312
18,1798.8502183274563,1194.8080939947781,12.8,2422.999483382125,0.9594791666666667,0.49533593333333337,11948.080939947795,2412.1874830868974,1847.1592419197195,-26.500000000001343,-14382.07744662651,0.0036157470680557103,0.16303886930107245,44710,68.18090987205505
19,1414.325590268448,1236.969321148825,30.05,2391.4427415188566,0.9528125,0.4684984333333334,12369.693211488246,2099.391645550937,1746.1405345475387,-28.830000000001707,-14772.069801318461,0.0036236432307841554,0.15697348370066208,42375,64.64713144302368
20,1808.6543934619224,1130.0770234986944,20.45,1974.4140077246673,0.9590104166666666,0.44025556666666665,11300.770234986956,1974.4140077246593,1843.7843934619252,-24.130000000000972,-13286.184242711211,0.0032104883726127393,0.15200888163524057,44594,70.97762799263
21,1809.3498878273024,1091.599869451697,32.85,1974.0876036310856,0.9591145833333333,0.4120234666666668,10915.99869451698,1974.0876036310726,1844.3098878273122,-23.960000000000946,-12901.0862981483,0.003173139118197905,0.1450818622945857,44577,69.17674112319946
22,1690.6157008079279,1078.3080939947781,35.85,2174.205269502325,0.9590364583333333,0.3841340000000001,10783.08093994778,2081.5981942975222,1822.3491591955762,-28.1500000000016,-12968.262592632793,0.0030013883481903965,0.13901065458313275,44036,69.04657888412476
23,1784.1169126203297,1036.3550913838121,22.05,2401.412384068489,0.9538541666666667,0.3560893666666667,10363.550913838113,2385.2662550124346,1834.0586135231893,-22.800000000000765,-12775.958869753687,0.0030955040977683475,0.13598931919289345,44281,70.5449538230896
24,1804.4165200796176,988.6990861618799,27.45,1926.8408324928043,0.9591145833333333,0.32802700000000007,9886.990861618795,1926.840832492794,1836.696520079614,-21.280000000000527,-11824.831694111901,0.0028231292261930913,0.13078920559920298,44309,72.98350358009338
25,1781.6958899353301,1029.6788511749348,47.5,2919.841447514084,0.9581875000000001,0.3000273333333334,10296.788511749342,2903.2364141798826,1831.436372112049,-22.14000000000066,-13227.625408105598,0.0027401471504638008,0.12501773391841256,44210,70.32523775100708
26,1524.2544093692427,962.170365535248,52.5,1798.4521882457134,0.9525520833333333,0.2731334666666667,9621.703655352478,1596.6468793820138,1759.2719187790676,-22.26000000000068,-11431.108044144028,0.002560523441772655,0.12121008488100937,42464,65.94733214378357
27,1804.8332541181587,1068.969321148825,42.55,2347.10920317843,0.9581770833333333,0.24507299999999999,10689.693211488255,2347.109203178408,1837.0832541181678,-21.250000000000522,-13047.802414666827,0.0026615579118993956,0.11745262584871337,44306,69.70439410209656
28,1800.3890097946382,955.9027415143603,31.25,1693.8978572658614,0.9590625,0.21713033333333343,9559.027415143593,1693.8978572658698,1830.7790097946297,-19.39000000000023,-11263.92527240934,0.0025272582147116912,0.11777749244880702,44120,69.28709626197815
29,1782.921527693292,919.5228459530026,82.85,1624.062978179045,0.95984375,0.18924846666666673,9195.22845953003,1611.3548672783977,1826.476145273061,-19.850000000000303,-10830.287944388716,0.002418798844216258,0.11459869272965399,44024,70.5464460849762
30,1728.7437781244237,1171.7186684073108,73.05,3430.566040985018,0.9590885416666667,0.16161550000000002,11717.186684073113,3388.835789318302,1800.502861004726,-19.040000000000177,-15158.741556271909,0.0025614792708799137,0.11766079386706486,43631,68.88503503799438
31,1788.6217323801097,960.9627937336815,84.2,2110.4009692735367,0.9596354166666666,0.13386093333333338,9609.627937336823,2110.4009692735444,1816.041732380118,-16.419999999999767,-11731.028906610807,0.002335292738077376,0.11670371092704515,43823,70.8476095199585
32,1801.2194089020993,935.5959530026109,105.25,1801.8756426972373,0.95875,0.10588280000000005,9355.95953002611,1801.8756426972282,1832.169408902105,-19.95000000000032,-11168.835172723215,0.0024175165400894916,0.11414466037221042,44176,70.64528894424438
33,1793.0811165320567,823.9549608355092,116.55,2282.8738960368028,0.9597395833333333,0.07815356666666673,8239.549608355092,2282.8738960367814,1820.1011165320783,-16.019999999999705,-10533.423504391681,0.002242133524298563,0.1101920697686456,43783,70.50194597244263
34,1796.2325852040087,829.0437336814622,205.5,1585.8245221284656,0.9585416666666666,0.050347699999999995,8290.437336814623,1585.8245221284362,1824.4625852040174,-17.229999999999894,-9887.261858943173,0.001973684922461479,0.1050213758909106,43904,69.30690383911133
35,1793.795517550777,799.4229765013055,84.3,1475.8764791261779,0.9597395833333333,0.050000000000000044,7994.229765013056,1475.876479126148,1821.065517550796,-16.269999999999744,-9481.106244139539,0.0019251851789822399,0.1002215822736185,43808,69.01860785484314
36,1773.2593000964534,918.1860313315927,128.05,3082.756377770671,0.9599739583333333,0.050000000000000044,9181.860313315923,3082.7563777706546,1795.3993000964626,-11.139999999999807,-12275.616691086472,0.0018053490987833072,0.0965622648743121,43295,69.6386661529541
37,1697.2655633709046,1030.71409921671,67.6,2203.909493468474,0.9528125,0.050000000000000044,10307.140992167104,2152.3420748357735,1772.0392793294764,-12.219999999999784,-12522.036782961934,0.0018469735837161841,0.09960857299269556,42846,68.3372163772583
38,1405.0386749725271,969.1083550913838,43.1,1454.7111860070358,0.9518229166666666,0.050000000000000044,9691.083550913843,1180.3243130212095,1706.5228895903538,-16.159999999999727,-11156.732078553247,0.0017015924772322416,0.10397934433458828,41250,66.20516467094421
39,1788.7534995752842,953.6161879895561,216.15,1313.7721469162832,0.95734375,0.050000000000000044,9536.161879895564,1313.0492017023419,1817.2362479823814,-16.75999999999982,-10860.933830005331,0.0019080682162483488,0.10755408516195293,43849,70.0115795135498
40,1787.2014470001807,785.0861618798956,115.05,1527.868729858053,0.9596354166666666,0.050000000000000044,7850.861618798954,1527.8687298580442,1812.1114470001917,-13.909999999999748,-9389.730348657016,0.001859786318022682,0.10655885477692875,43572,70.04966259002686
41,1651.66980603529,811.7617493472585,433.15,1860.7445447612488,0.959453125,0.050000000000000044,8117.617493472586,1760.36657728357,1780.0823362328244,-17.059999999999867,-9989.336600954175,0.001789666508657878,0.10336725074270746,42853,66.96651721000671
42,1784.193674969514,800.8211488250653,124.15,1378.0059534059878,0.9595833333333333,0.050000000000000044,8008.211488250652,1378.0059534059858,1808.3536749695238,-13.159999999999764,-9397.217441656812,0.0016497040496464322,0.09778343771980924,43497,67.90387654304504
43,1786.5363564197733,801.4902088772845,72.2,1554.548352973013,0.9596354166666666,0.050000000000000044,8014.902088772848,1554.5483529730025,1811.4863564197947,-13.949999999999747,-9580.450441746176,0.0015454710470675348,0.09465830881249936,43576,68.34861350059509
