metric,n_seeds,mean,std,min,max
gold_avg_scheduling_delay,10,759.7511096605745,16.632108086295187,746.9843342036554,791.0770234986945
late_gold_avg_delay,10,217.58499999999998,168.01478779163062,36.45,626.7
bronze_avg_waiting_time,10,1063.3282639179317,80.61809539399984,1017.7041747644467,1285.002263278309
