metric,n_seeds,mean,std,min,max
gold_avg_scheduling_delay,10,809.1403394255874,41.72381196745846,757.9249347258485,885.1638381201044
late_gold_avg_delay,10,302.35,217.59490777334125,3.05,649.05
bronze_avg_waiting_time,10,1077.8853674137124,67.46753058172804,1017.8081379615736,1184.868188639327
