gold_sla_violation_rate,gold_avg_scheduling_delay,gold_avg_scheduling_delay_scheduled_only,n_gold_unscheduled,bronze_avg_completion_time,cpu_utilization,mem_utilization,gold_avg_waiting_time,bronze_avg_waiting_time,throughput,n_gold_scheduled,n_bronze_scheduled,n_scheduled,n_unscheduled,sim_time,steps,total_reward,late_gold_avg_delay,late_gold_scheduled,seed,all_sanity_checks_passed
0.9843342036553524,761.7030026109661,761.7030026109661,0.0,1273.592905114517,0.9598958333333332,0.7402475630730797,761.7030026109661,1028.7154173534404,0.9247988423845124,1532.0,40649.0,42181.0,0.0,45611.0,43638.0,2012.34878538654,4.6,20.0,0,True
0.9830287206266318,745.6422976501306,745.6422976501306,0.0,12551.408507809903,0.957671875,0.7390040595713826,745.6422976501306,10978.354449063938,0.6757703979142625,1532.0,30090.0,31622.0,10559.0,46794.0,35331.0,-227.1164766370466,0.4,20.0,1,True
0.9830287206266318,754.3896866840731,754.3896866840731,0.0,1269.2118379295923,0.95984375,0.7402460146722504,754.3896866840731,1024.3343501685158,0.9243124794565576,1532.0,40649.0,42181.0,0.0,45635.0,43659.0,2029.5305789554136,0.4,20.0,2,True
0.9862924281984334,810.5933420365535,810.5933420365535,0.0,1261.3097493173264,0.9598958333333332,0.7402475630730797,810.5933420365535,1016.4322615562498,0.9247988423845124,1532.0,40649.0,42181.0,0.0,45611.0,43588.0,1983.8726528579025,13.2,20.0,3,True
0.9830287206266318,808.0437336814622,808.0437336814622,0.0,1354.8401446743596,0.95375,0.7336151085512028,808.0437336814622,1110.3196634603555,0.9012907637731332,1532.0,40643.0,42175.0,6.0,46794.0,43846.0,2028.895696256206,0.4,20.0,4,True
0.9836814621409922,770.4614882506528,770.4614882506528,0.0,1265.145440232232,0.9599479166666668,0.7404113150630235,770.4614882506528,1020.2679524711556,0.9246163963174048,1532.0,40649.0,42181.0,0.0,45620.0,43658.0,2012.6049177913324,1.4,20.0,5,True
0.9830287206266318,745.6422976501306,745.6422976501306,0.0,1263.7576570149326,0.9601041666666666,0.7402074078782354,745.6422976501306,1018.880169253856,0.9247988423845124,1532.0,40649.0,42181.0,0.0,45611.0,43579.0,2030.1709698008508,0.4,20.0,6,True
0.9843342036553524,1229.1207571801567,1229.1207571801567,0.0,1245.5360771482694,0.9599479166666668,0.7403788330545119,1229.1207571801567,1000.6585893871928,0.9247988423845124,1532.0,40649.0,42181.0,0.0,45611.0,43576.0,1993.9547100580487,0.75,20.0,7,True
0.9830287206266318,760.1651436031332,760.1651436031332,0.0,1274.4420526950232,0.9598958333333332,0.7402475630730797,760.1651436031332,1029.5645649339467,0.9241909686466117,1532.0,40649.0,42181.0,0.0,45641.0,43671.0,2032.1423146500167,0.4,20.0,8,True
0.9830287206266318,746.6187989556136,746.6187989556136,0.0,1297.1445053998868,0.9598958333333332,0.7402475630730797,746.6187989556136,1052.2670176388103,0.9232806549052226,1532.0,40649.0,42181.0,0.0,45686.0,43659.0,2032.3055511124653,0.4,20.0,9,True
